Part Number,Description,Qty,Column1,Avg Cost
EL-04-2460,PTC BULKHEAD UNION 3/8,10,ea,15.36
EL-04-2461,PTC BULKHEAD UNION 1/2,10,ea,19.95
EL-04-2462,fitting joiner PTC 10mm,8,ea,12.3
EL-04-2463,fitting PTC joiner 12mm,3,ea,9.66
EL-04-2464,"fitting straight 6mm PTC x 1/4""NPTM",2,ea,5.3
EL-04-2465,"fitting straight 8mm PTC x 1/4""NPTM",2,ea,5.77
EL-04-2466,ABS kit version E basic cab 12V 4S/4M suit T403,1,ea,1805
EL-04-2467,fitting street elbow 90deg 1/2M x 1/2F NPT,0,ea,0
EL-04-2468,valve ball 1/2'NPTF x 1/2'NPTF,0,ea,23.32
EL-04-2469,plug Wabco ABS diagnostic,1,ea,45
EL-04-2470,plug PTC 6mm ADR compliant,0,ea,1.02
EL-04-2471,"Cable Drain Cock 1/4"" 1500mm",8,ea,22.32
EL-04-2472,tee street brass 3/8F x 3/8F x 3/8M,6,ea,9.96
EL-04-2473,"fitting quick connect female x 1/2""NPTM",0,ea,16.51
EL-04-2474,"fitting quick connect male x 1/2""NPTM",0,ea,4.29
EL-04-2475,"fitting quick connect female x 1/2"" NPTF",0,ea,16.51
EL-04-2476,Pipe Elbow 90deg 1/2 F x 1/2 F,0,ea,20.22
EL-04-2477,Bush 3/8 F x 3/4 M,4,ea,4.42
EL-04-2478,Male branch tee 1/2F X 1/2M X 1/2F,0,ea,11.59
EL-04-2479,"fitting quick connect male x 1/2""NPTF",0,ea,21.58
EL-04-2480,adapter brass 1/4NPTF to M16M,4,ea,6.12
EL-04-2481,plug brass hex M22 with o-ring,4,ea,5.05
EL-04-2482,"Air Tank 9.5"" X 24"" 6 Ports",0,ea,76.67
EL-04-2483,Air Tank 74.6L 7 port,0,ea,134.94
EL-04-2484,"air tank steel painted 13"" x 24""",0,ea,87.5
EL-04-2485,nylon tube black 1/2 (150m),0,ea,2.33
EL-04-2486,5/8 Nylon - Black (50M),1,ea,240.72
EL-04-2487,tube nylon air brake 12mm x 25m roll,1,ea,62.45
EL-04-2488,PTC 45DEG Elbow 1/2x1/2m,0,ea,14.11
EL-04-2489,PTC connector 3/4 x 1/2M,0,ea,13.3
EL-04-2490,PTC straight 3/8 x 3/8M,15,ea,4.98
EL-04-2491,PTC elbow 1/2 x 3/8M,0,ea,1.2
EL-04-2492,PTC Elbow 3/4x1/2m,0,ea,26.41
EL-04-2493,PTC Connector 1/4 x3/8 M,0,ea,9.6
EL-04-2494,PTC elbow 3/8 x 1/2M,9,ea,11.31
EL-04-2495,union PTC 12mm ADR compliant,0,ea,16.7
EL-04-2496,"Shut-off Cock - Female/Male 1/2"" NPT",0,ea,10.82
EL-04-2497,"Coupling Bracket 1/2"" Female",0,ea,10.15
EL-04-2498,fitting 6mm PTC x 1/4NPT,1,ea,11.99
EL-04-2499,"fitting 8mm PTC x 1/4""NPT",2,ea,7.59
EL-04-2500,"fitting 10mm PTC x 1/4""NPT",2,ea,9.91
EL-04-2501,Elbow Stud Coupling,0,ea,28.87
EL-04-2502,Giovenor Check Valve Kit,0,ea,24.76
EL-04-2503,Govenor Assembly Kit,0,ea,63.67
EL-04-2504,rubber mounting pad siut ABR514 tank,0,ea,0.75
EL-04-2505,Purge Valve - ADIS Air Dryer,0,ea,321.55
EL-04-2506,"fitting straight 12mm PTC x 1/2""NPTM",2,ea,16.43
EL-04-2507,fitting brass 12mm PTC x M16,0,ea,5.51
EL-04-2508,union PTC 6mm ADR compliant,0,ea,8.51
EL-04-2509,AEROPLEAT III DISPOSABLE FILTER 20x14x2,0,ea,15.76
EL-04-2510,3ZERO POLY FLEX R2.0 - 350mm x 6m,0,ea,61.99
EL-04-2511,HINGED RETURN AIR GRILLE C/W FILTER 400x400mm,0,ea,53.94
EL-04-2512,REMOVABLE CORE BAR GRILLE 600x200,0,ea,89
EL-04-2513,"2 WAY V-BOX c/w 25mm INTERNAL PERF INSULATION 1155x200 2x14""",1,ea,110
EL-04-2514,"RETURN AIR PLENUM 1365x270 STEPPED TO 1490x350 - 650mm DEEP c/w 50mm FILTER TRACK & SLIDE DOOR ON BOTH ENDS, 1260x450 OPENING ON BOTTOM, 25mm TURN OUT FLANGE & 25mm PERF INTERNAL INSULATION",0,ea,440
EL-04-2515,"SIDE BOOT c/w 25mm INTERNAL PERF INSULATION 600x200 1x14""",0,ea,64
EL-04-2516,¼ BSP to 10mm Male Elbow push on connector,0,ea,16.36
EL-04-2517,¼ BSP to 6mm Male push on connector,0,ea,3.18
EL-04-2518,3/8 BSP to 6mm Male push on connector,0,ea,20
EL-04-2519,Pneumatic push in air fittings -male connector 10mm hose -1/4 BSP thread,0,ea,2.73
EL-04-2520,Pneumatic push in air fittings -male elbow 10mm hose -3/8 BSP thread,0,ea,6.36
EL-04-2521,Pneumatic push in air fittings -male elbow 10mm hose -3/8 BSP thread,0,ea,5.09
EL-04-2522,Pneumatic push in air fittings -union elbow 6mm hose,0,ea,2.73
EL-04-2523,Pneumatic push in air fittings - union elbow 10mm hose,0,ea,2.73
EL-04-2524,Pneumatic push in air fittings -union tee 6mm hose,0,ea,2.73
EL-04-2525,¼ BSP nickel plated bung,0,ea,18.18
EL-04-2526,¼ to ¼ BSP Straight nipple,0,ea,16.36
EL-04-2527,¼ BSP to 6mm Male barb,0,ea,22.73
EL-04-2528,Male barb 8mm barb to G1/4 BSP nickel plated brass,0,ea,22.73
EL-04-2529,Pneumatic tube 6mm x 5 metres (black) (OD 6mm ID 4mm,0,ea,16.36
EL-04-2530,Pnuematic tube 10mm x 5 metres black (OD 10mm ID6.5mm),0,ea,22.73
EL-04-2531,coil 24V suit A/C 4 way reversing valve,0,ea,36.89
EL-04-2532,coil 12V to suit 4 way reversing valves,3,ea,16.01
EL-04-2533,120mm x 32mm 12V Fan dual ball bearing 2 wire suit JBSV,2,ea,12.43
EL-04-2534,valve solenoid actuated 3 port 24V,2,ea,20.3
EL-04-2535,valve solenoid actuated 3 port 12V suit air dryer dump,7,ea,20.28
EL-04-2536,VSD 3kW 750VDC input 415VAC output,13,ea,149.5
EL-04-2537,Pierburg coolant water pump,2,ea,400.17
EL-04-2538,Fuse / relay box 15 way incl. 10 relay socket and 15 fuse socket,0,ea,32.04
EL-04-2539,meanwell power supply 240VAC to 24VDC 10A,0,ea,109
EL-04-2540,relay socket insert suit 15 way fuse / relay box,0,ea,5.64
EL-04-2541,"fitting elbow s/steel 1/4""PTC x 1/8""BSPM",14,ea,16
EL-04-2542,"fitting silencer sintered brass 1/8""BSPM",9,ea,3
EL-04-2543,fitting 4way cross 10mm PTC,2,ea,6
EL-04-2544,"fitting branch Y 10mm PTC x 3/8""BSPM",1,ea,5.5
EL-04-2545,plug blanking PTC 6mm,5,ea,0.71
EL-04-2546,"1/4"" BSP 5/2 Way 1.5-8 Bar Sol/Spring 12v DC NBR",0,ea,95
EL-04-2547,Aluminium Shuttle Valve,1,ea,23
EL-04-2548,"1/4"" BSP Brass Mini Silencer",10,ea,3.5
EL-04-2549,"1/4"" Tube x 1/4"" BSPT St. Union",9,ea,2.3
EL-04-2550,"union straight PTC 3/8"" tube x 1/4"" BSP",2,ea,4
EL-04-2551,"elbow 90deg PTC 3/8"" tube",4,ea,2.5
EL-04-2552,Coil 9mm 24v DC 4.8 W c/w DIN Plug,2,ea,45
EL-04-2553,plug housing TE 4way,0,ea,7.87
EL-04-2554,plug housing TE 4way,0,ea,6.88
EL-04-2555,terminal female suit 17-16 AWG,0,ea,1.4
EL-04-2556,backshell suit TE plug 3way,0,ea,2.3
EL-04-2557,terminal female tin suit 13-17 AWG,0,ea,0.6
EL-04-2558,"FEMALE TERMINAL, TIN, TO SUIT 17-20 AWG",0,ea,1.78
EL-04-2559,"olive suit 5/8"" compression fitting",5,ea,1.14
EL-04-2560,"olive suit 1/2"" compression fitting",10,ea,0.54
EL-04-2561,fitting street tee 1/2NPTM x 1/2NPTF x 1/2NPTF,7,ea,9.14
EL-04-2562,self sealing adaptor 1/2 F,0,ea,0
EL-04-2563,Brass Push to Connect Male Swivel Elbow 5/8 to 3/8 NPT,6,ea,19.53
EL-04-2564,barbed hose joiner brass 5/8 x 5/8,0,ea,0
EL-04-2565,tee extruded brass 1/2BSPF,0,ea,0
EL-04-2566,hose barb brass 1/4 x 1/2BSPM,0,ea,0
EL-04-2567,hose barb brass 5/8 x 1/2BSPM,0,ea,0
EL-04-2568,NO 26 1/4 HEX SOCKET,11,ea,5.59
EL-04-2569,NO 29 1/2x1/4 Hex Red Socket,2,ea,16.25
EL-04-2570,NO 73 3/4X1/2 REDUCING NIPPLE,1,ea,17.95
EL-04-2571,"P3 1"""" X3/4 MALE TAILPIECE",0,ea,15.9
EL-04-2572,-2420 BSPT MALE 90' ELBOW,4,ea,137.61
EL-04-2573,-2424 BSPT MALE 90' ELBOW,1,ea,191.68
EL-04-2574,-1008 BSPP FEMALE,10,ea,20.9
EL-04-2575,-1014 JIC FEMALE,12,ea,23.91
EL-04-2576,Hose Clamp 11-25mm,4,ea,4.9
EL-04-2577,CLAMPHOSE14-27MM,2,ea,4.96
EL-04-2578,38mm STAUFF CLAMP SINGLE,1,ea,12.3
EL-04-2579,Adjustable Elbow M22,4,ea,28.57
EL-04-2580,G-15 Straight Coupling,2,ea,18.86
EL-04-2581,HOSE ORTAC 5/8,4,ea,51.17
EL-04-2582,HOSE PETRO SUCTON 1 1/2,5,ea,65.71
EL-04-2583,HOSE PETRO SUCTON 1 1/4,2,ea,57.18
EL-04-2584,"HOSE PETRO SUCTON 2""",5,ea,134.89
EL-04-2585,-1414 JICM B/H JICM NIPPLE,4,ea,21.6
EL-04-2586,-1814 METM JICM NIPPLE,2,ea,23.75
EL-04-2587,-2617 METM JICM NIPPLE,2,ea,38.4
EL-04-2588,NYLON INSERT L/NUT UNC 1/2,2,ea,0.9
EL-04-2589,-1212 JICM JICFS 90' ELBOW,24,ea,23.07
EL-04-2590,-1414 JICM JICFS 90* ELBOW,16,ea,28.74
EL-04-2591,-1717 JICM JICFS 90' ELBOW,11,ea,34.5
EL-04-2592,-2121 JICM JICFS 90' ELBOW,3,ea,46.61
EL-04-2593,-2121 JICM JICFS 45' ELBOW,1,ea,120.28
EL-04-2594,-1616 BSPTFF BSPTFF SOCKET,1,ea,31.24
EL-04-2595,BSPTM Nipple,2,ea,4.8
EL-04-2596,-0808 BSPP Female,4,ea,37.21
EL-04-2597,-1616 BSPPM B/H BSPPM NIPPLE,1,ea,58.19
EL-04-2598,-1616 BSPPM BSPPOM NIPPLE,3,ea,31.97
EL-04-2599,-20 BSPTM PLUG,4,ea,25.13
EL-04-2600,-1417 JICM JICFS TUBE REDUCER,2,ea,34.1
EL-04-2601,-1621 BSPTM JICM NIPPLE,1,ea,19
EL-04-2602,-1621 BSPPOM JICM NIPPLE,5,ea,28.58
EL-04-2603,-0814 BSPPOM JICM 90' ELBOW,4,ea,38.75
EL-04-2604,-1214 BSPPOM JICM 90* ELBOW,0,ea,51.14
EL-04-2605,-2021 BSPTM JICM 90' ELBOW,3,ea,80.49
EL-04-2606,-1616 BSPTM BSPPFS ADAPTOR,1,ea,40.77
EL-04-2607,-2121 JICM UNOM NIPPLE,1,ea,19.9
EL-04-2608,SUPER CLAMP 48-51mm,6,ea,7.16
EL-04-2609,SUPER CLAMP 60-63mm,12,ea,13.73
EL-04-2610,-1616 BSPT MALE,1,ea,69
EL-04-2611,-1616 BSPP FEMALE,10,ea,68.7
EL-04-2612,-1217 JIC MALE,5,ea,44.71
EL-04-2613,-1014 JIC FEMALE,2,ea,43.4
EL-04-2614,-1217 JIC FEMALE,16,ea,43.14
EL-04-2615,-1621 JIC FEMALE,5,ea,121
EL-04-2616,-1621 JIC FEMALE 90' ELBOW,2,ea,113.08
EL-04-2617,-12 RYCO DIEHARD T2D FRAS AR,5,ea,91.75
EL-04-2618,-16 RYCO DIEHARD T2D FRAS AR,16,ea,124.97
EL-04-2619,-0814 JIC FEMALE 90' BEND,0,ea,62.72
EL-04-2620,-1616 BSPP FEMALE 90' BEND,1,ea,132.09
EL-04-2621,-0822 DKL Female 24'/60' CONE,4,ea,41.11
EL-04-2622,-0822 DKLF 2'/60'CONE 45'BEND,4,ea,85.33
EL-04-2623,-1217 JIC MALE,1,ea,55.38
EL-04-2624,fitting tee PTC 10mm,1,ea,22.5
EL-04-2625,"1"" BSP FEMALE",1,ea,198.45
EL-04-2626,Alum Dust Cap Female,4,ea,26
EL-04-2627,TUBE NYLON 12,3,ea,9.75
EL-04-2628,"valve check 1/8"" BSPF 23MCV-02V",6,ea,17.46
EL-04-2629,"gas coupling quick release male 1/2""",10,ea,47
EL-04-2630,-1412 JICM UNOM 90' ELBOW,1,ea,28.5
EL-04-2631,-040404 NPTFF NPTFF NPTFF TEE,3,ea,29.17
EL-04-2632,-0409 JIC FEMALE,0,ea,19.75
EL-04-2633,-08 BSPPFS CAP NUT,0,ea,17.55
EL-04-2634,-08 RYCO DIEHARD T1D FRAS AR,2,ea,103.5
EL-04-2635,-12 UNOM Plug,1,ea,8.9
EL-04-2636,-1212JICM UNOM NIPPLE,3,ea,8.13
EL-04-2637,-1221 JIC FEMALE,2,ea,54.55
EL-04-2638,-1412 JICM UNOM NIPPLE,2,ea,12
EL-04-2639,-1414 JICM B/H JICM Nipple,0,ea,21.6
EL-04-2640,-1812 METM JICM NIPPLE,2,ea,18.05
EL-04-2641,-2121 JICM UNOM 45' Elbow,1,ea,100.71
EL-04-2642,-27 x 1.5 17 METM JICM Nipple,2,ea,42.67
EL-04-2643,10 X 1/4 MALE STUD CONN RBM3,1,ea,12.25
EL-04-2644,24-44 hose clamps solid band,36,ea,5.6
EL-04-2645,3/8 X 1/4 MALE STUD ELBOW RB5,0,ea,17.95
EL-04-2646,HOSE CLAMP 18-32MM,1,ea,2.63
EL-04-2647,HOSE MULTI SPIRAL 3/4 HP,0,ea,0
EL-04-2648,"HOSE ORTAC 5/8""",2,ea,41.25
EL-04-2649,M22x1.5 TO 3/8 BSP RED BUSH,0,ea,12.75
EL-04-2650,"MANIFOLD1/4"" BSP 7 PORT Anodised",0,ea,18.5
EL-04-2651,NO 26 3/4 HEX SOCKET,0,ea,0
EL-04-2652,P7 3/4 HOSE JOINER,0,ea,16.5
EL-04-2653,Rapid Fit,0,ea,10.14
EL-04-2654,RB3 1/4 X 1/4 Male Stud Coupling,0,ea,10.02
EL-04-2655,RB5 1/4 x 1/8 Male Stud Elbow,0,ea,9.95
EL-04-2656,RBM3 6 X 1/4 MALE STUD CONN,0,ea,10.43
EL-04-2657,RBM4 X 8 EQUAL TUBE UNION,1,ea,14.5
EL-04-2658,sealing washer Dowty 27mm,6,ea,12.5
EL-04-2659,"washer sealing Dowty 3/4""",13,ea,4.56
EL-04-2660,RB5 1/2 x 1/2 Male Stud Elbow,1,ea,25
EL-04-2661,-14 JICM PLUG,10,ea,6.05
EL-04-2662,-14 JIC CAP NUT,10,ea,5.25
EL-04-2663,Solid Brass Male BSPT,10,ea,9.41
EL-04-2664,brass bush reducing 1/2M x 1/4F,0,ea,2.62
EL-04-2665,"bush brass reducing 1/2""BSPM x 3/8""BSPF",0,ea,4.57
EL-04-2666,"bush hex brass reducing 1.5""M x 1""F",5,ea,15.54
EL-04-2667,Hex Brass Screwed Cap Female BSP 3/4,0,ea,4.39
EL-04-2668,Hex Brass Plug Male BSP - 6MM (1/4 Inch),12,ea,2.47
EL-04-2669,Hex Brass Plug Male BSP - 10MM (3/8 Inch),12,ea,2.63
EL-04-2670,Hex Brass Plug Male BSP - 15MM (1/2 Inch),12,ea,3.02
EL-04-2671,Hex Brass Plug Male BSP - 20MM (3/4 Inch),0,ea,3.41
EL-04-2672,Hose Factory General Purpose Ball Valve FI X FI - 6mm,7,ea,9.58
EL-04-2673,"valve ball 1/4""BSPF x 1/4""BSPF",0,ea,8.74
EL-04-2674,"valve ball mini 1/4""BSPF x 1/4""BSPF",0,ea,7.04
EL-04-2675,valve ball mini 1/4 BSPF x 1/4 BSPM,17,ea,7.04
EL-04-2676,nipple brass reducing 1/4 x 1/8 BSP,21,ea,2.37
EL-04-2677,"fitting brass 1.5"" barb to 1.5"" BSPM",2,ea,29.05
EL-04-2678,high temp hose red multi purpose 19mm (10M roll),0,ea,104.73
EL-04-2679,tube pneumatic polyethelene LDPM 500psi black,0,ea,8.84
EL-04-2680,Low Density Polyethylene Metric LDPM Tubing MBP 500PSI - 6mm O.D. x 4mm I.D. / 20mt / Black,3,ea,15.76
EL-04-2681,Low Density Polyethylene Metric LDPM Tubing MBP 500PSI - 10mm O.D. x 6.6mm I.D. / 10mt / Black,3,ea,17.46
EL-04-2682,DIXON Mikalor Super Clamps Zinc Plated - 26-28mm,0,ea,2.78
EL-04-2683,DIXON Mikalor Super Clamps Zinc Plated - 29-31mm,0,ea,3.44
EL-04-2684,DIXON Mikalor Super Clamps Zinc Plated - 32-35mm,0,ea,3.44
EL-04-2685,"fitting air nitto style connector female x 1/4""BSPM",19,ea,13.5
EL-04-2686,"Nitto Style Air Quick Air Comressor Fitting Male Coupling 1/4"" BSP",24,ea,13.95
EL-04-2687,"fitting air nitto style male x 1/4""BSPM",20,ea,2.94
EL-04-2688,Reducing Brass Hose Joiner - 1” X 3/4”,0,ea,21.68
EL-04-2689,manifold aluminium 4 port 1/4 x 1/4,3,ea,17.85
EL-04-2690,"iTap 4 Port Brass Manifold Single Sided 3/4"" M & F X 1/2"" F Outlet",11,ea,51.38
EL-04-2691,fitting nitto quick connect male x 1/4 BSPF,4,ea,19.59
EL-04-2692,"elbow 90deg S/S316 1""MBSP x 1"" FBSP",2,ea,10.44
EL-04-2693,"fitting s/steel 316 elbow 90deg 1.5"" BSPF to 1.5"" BSPM",1,ea,16.92
EL-04-2694,"fitting socket s/steel 316 3/4"" BSPF",4,ea,4.25
EL-04-2695,"Stainless steel 316 Socket BSP Thread - 1""",0,ea,7.28
EL-04-2696,"fitting socket s/steel 316 1.5"" BSPF",1,ea,10.73
EL-04-2697,"bush reducing S/S316 1.5""MBSP x 1""FBSP",2,ea,11.76
EL-04-2698,compression fitting brass 1/4 bsp x 1/4 tube,12,ea,3.57
EL-04-2699,Brass Hex Nipple BSP - 6MM,6,ea,2.63
EL-04-2700,reducing socket breass 1/2 x 1/4,0,ea,5.16
EL-04-2701,elbow extruded brass 1/4 fbsp x 1/4 fbsp,17,ea,5.59
EL-04-2702,"Brass Hose Barb Elbow Air Fitting - 3/4""",10,ea,4.56
EL-04-2703,"brass barb tee 1""",8,ea,14.93
EL-04-2704,"Solid Brass Male BSPT Hose Barb Director Made in Australia - 1/4"" Barb X 1/4"" BSP",24,ea,2.32
EL-04-2705,"Solid Brass Male BSPT Hose Barb Director Made in Australia - 3/4"" Barb X 1/2"" BSP",27,ea,6.46
EL-04-2706,"Solid Brass Male BSPT Hose Barb Director Made in Australia - 3/4"" Barb X 3/4"" BSP",18,ea,8.41
EL-04-2707,"fitting brass 1""barb x 1/2""BSPM",4,ea,8.88
EL-04-2708,"Solid Brass Male BSPT Hose Barb Director Made in Australia - 1” Barb X 3/4"" BSP",0,ea,10.15
EL-04-2709,brass adaptor  1” Barb X 1” BSP,8,ea,13.92
EL-04-2710,"fitting brass elbow 3/4""barb to 3/4""BSPM",3,ea,12.45
EL-04-2711,"barbed joiner brass 3/4""",45,ea,6.39
EL-04-2712,"barbed joiner brass 1""",29,ea,8.9
EL-04-2713,brass barb joiner reducing 1 x 3/4,10,ea,15.9
EL-04-2714,fitting push to connect 1/4 BSP x 1/4 tube,26,ea,3.01
EL-04-2715,fitting straight PTC 6mm tube x 1/4 BSP,37,ea,3.26
EL-04-2716,"fitting quick connect 10mm PTC x 1/4""BSPM",12,ea,3.71
EL-04-2717,"fitting push connect straight 10mm x 3/8""BSPM",3,ea,4.55
EL-04-2718,"PE Push-in Tube Tee Fitting Imperial Sizing - 1/4""",4,ea,5.87
EL-04-2719,"PE Push-in Tube Tee Fitting Imperial Sizing - 3/8""",4,ea,7.23
EL-04-2720,fitting tee PTC 6mm tube,10,ea,4.92
EL-04-2721,PE Push-in Tube Tee Fitting Metric Sizing - 10MM,6,ea,5.02
EL-04-2722,fitting push to connect elbow 1/4 BSP x 1/4 tube,10,ea,4.13
EL-04-2723,"PL Push-in Male Elbow Fitting Imperial Sizing - 3/8"" X 1/4""",10,ea,5.78
EL-04-2724,"PL Push-in Male Elbow Fitting Imperial Sizing - 3/8"" X 3/8""",4,ea,6.89
EL-04-2725,"PL Push-in Male Elbow Fitting Metric Sizing - 10MM Push In X 1/4"" BSP",15,ea,5.03
EL-04-2726,"PL Push-in Male Elbow Fitting Metric Sizing - 10MM Push In X 3/8"" BSP",23,ea,5.8
EL-04-2727,PV Push-in Tube Elbow Metric Sizing - 10MM,8,ea,5.57
EL-04-2728,brass nut and tail 1 BSP x 3/4 barb incl. rubber washer,2,ea,14.3
EL-04-2729,"barbed tee brass 1""",0,ea,20.91
EL-04-2730,Dayco expansion tank suit Webasto heater,3,ea,47.95
EL-04-2731,booster pump 12V 37L/min EBP40,3,ea,203.81
EL-04-2732,20L blue coolant long life,0,ea,15.04
EL-04-2733,60L blue coolant long life,0,ea,337.27
EL-04-2734,Ball Valve,0,ea,8.56
EL-04-2735,filter 5 micron N/C drain,3,ea,87.71
EL-04-2736,FILTER 1/4,0,ea,37.91
EL-04-2737,filter,0,ea,85.76
EL-04-2738,M/MIST 1/4,0,ea,50.73
EL-04-2739,filter micro mist 0.3 micron,3,ea,99.82
EL-04-2740,REGULATOR1/4,3,ea,68.27
EL-04-2741,air regulator,0,ea,43.72
EL-04-2742,positioner gauge,3,ea,21.42
EL-04-2743,pressure guage,4,ea,14.76
EL-04-2744,AIR DRYER,0,ea,1044.65
EL-04-2745,"lock up valve 1/4""bsp",0,ea,131.38
EL-04-2746,air regulator,3,ea,219.16
EL-04-2747,"tube polyethylene 3/8"" blue 20M roll",0,ea,0
EL-04-2748,"tube polyethylene 1/4"" blue 20M roll",0,ea,0
EL-04-2749,interface connector,3,ea,6.71
EL-04-2750,interface connector,7,ea,8.68
EL-04-2751,pin socket suit 18 way ABS control plug,0,ea,0.73
EL-04-2752,plug 18 way suit Wabco ABS controller,0,ea,2
EL-04-2753,switch toggle suit Wabco ABS diagnostic flash indicator,0,ea,22.01
EL-04-2754,air tank 203 x 536mm 16.3L suit gearbox,0,ea,0
EL-04-2755,4P 32A 1000VDC MCB green,0,ea,28.06
EL-04-2756,delivery to Janus Electric,4,ea,36.47
EL-04-2757,Freight Insurance Charge,0,ea,7.72
EL-04-2758,special order freight,0,ea,0
EL-04-2759,Replacement G-Force Solenoid 3-Port Boost,0,ea,0
EL-04-2760,Compressor installation kit for CR WV-1 Auto Tank Drain,0,ea,91.34
EL-04-2761,GREASE NIPPLE 1/8 NPT 90,0,ea,2.5
EL-04-2762,TRUCK WASH GRIME FREE 5 Litre,0,ea,30
EL-04-2763,Switch Outlet Surface W/P 3Ph 20A 500V 5 Pin Grey IP66,0,ea,125.69
EL-04-2764,tape electric cable warning,0,ea,23.13
EL-04-2765,solvent glue PVC 500ml,0,ea,12.8
EL-04-2766,CABLE LUBE LIQUID 1 LITRE,2,ea,14.21
EL-04-2767,MEZZA BLUE HI-BUILD PRIMER - 221719504,0,ea,40.6
EL-04-2768,Circuit Breaker RCBO 2P 20A 6kA 1Module DIN,0,ea,34.9
EL-04-2769,Circuit Breaker RCBO 2P 25A 6kA 1Module DIN,0,ea,34.9
EL-04-2770,Insulated Busbar 80A 1 Number of Poles 12 Busbar Fork,0,ea,18.77
EL-04-2771,"63mm 2.5"" stainless T-Bolt hose clamp",0,ea,7.28
EL-04-2772,"HVDC Contactor, 150A, 1000VDC,12-36Vdc,Non-Polarized, aux contact",0,ea,0
EL-04-2773,"HVDC Contactor, 500A, 1500VDC, 12-36VDC, Non-Polarize, aux contact",0,ea,0
EL-04-2774,helicoil insert M6,100,ea,0.93
EL-04-2775,"1/4"" - 6mm Female BSP Quick Connect Pneumatic Coupler Plug",15,ea,2.94
EL-04-2776,0.5mm white HIPS laser cut to 220mm x 95mm,520,ea,2.39
EL-04-2777,Webasto electric cabin heater HVH 100C+,0,ea,1258.32
EL-04-2778,CATL 3.7V 156AH Brand new Lithium ion cell with M6 stud,3300,ea,49.42
EL-04-2779,oil hydraulic synthetic grade68 20L suit Gardner Denver blower,0,ea,310
EL-04-2780,Hy-Lube HT ISO 46 Hydraulic Fluid 20 litres,0,ea,106.36
EL-04-2781,Hydraulic Fluid 205 Litres,0,ea,613.64
EL-04-2782,GST on total value of import,0,ea,0
EL-04-2783,International Freight,0,ea,0
EL-04-2784,Chrome Quarter Turn 5mm Double Bit Lock For Electrical Enclosures,0,ea,8.27
EL-04-2785,engine mount front suit Western Star 4800,0,ea,596.5
EL-04-2786,PCB fabrication,0,ea,24.75
EL-04-2787,J.Burrows Whiteboard Markers Chisel Assorted 6 Pack,0,ea,10.16
EL-04-2788,Labour charge,0,ea,0
EL-04-2789,gasket cork 6mm suit coolant pump adaptor ring,5,ea,16.23
EL-04-2790,JCM motor gearbox adapter,0,ea,0
EL-04-2791,540 motor hub including EDM 10 tooth spline suit FAST gearbox,4,ea,1605.76
EL-04-2792,circular JCM base assembly,3,ea,5349.01
EL-04-2793,circular JCM top assembly,3,ea,1783
EL-04-2794,heat exchanger clamp bracket,3,ea,58.94
EL-04-2795,"mounting bracket JCM top plate (material, cut and bend)",4,ea,193.64
EL-04-2796,support bracket suit JCM A/C plumbing,6,ea,150
EL-04-2797,brace suit JCM A/C plumbing bracket,6,ea,10
EL-04-2798,top plate suit circ or flex JCM,4,ea,820
EL-04-2799,plate main suit EMP pump bracket,2,ea,72.86
EL-04-2800,plate main suit EMP pump bracket,5,ea,90
EL-04-2801,plate gusset suit EMP pump bracket,7,ea,9.39
EL-04-2802,mounting plate suit steer reservoir & air filter,1,ea,70
EL-04-2803,mounting bracket suit pwr steer hoses,12,ea,16.5
EL-04-2804,bracket mounting suit Webasto cabin heater,6,ea,47
EL-04-2805,plate mounting suit bulkhead gearbox plug,3,ea,15
EL-04-2806,top plate suit Janus radiator mount,2,ea,13.06
EL-04-2807,bottom plate suit Janus radiator mount,1,ea,20.56
EL-04-2808,gusset suit Janus radiator mount,4,ea,3.87
EL-04-2809,back plate suit Janus radiator mount,1,ea,17.17
EL-04-2810,spacer ring suit Janus radiator mount,2,ea,39.68
EL-04-2811,bracket cable stand-off suit JCM,10,ea,26
EL-04-2812,plate suit Flex JCM rear mount,0,ea,36.66
EL-04-2813,Flex rear mount plate chassis side,6,ea,38.16
EL-04-2814,gusset suit Flex JCM rear mount,0,ea,11.59
EL-04-2815,Flex rear mount gusset,24,ea,8.73
EL-04-2816,plate suit Flex JCM rear mount,0,ea,19.41
EL-04-2817,Flex rear mount isolator plate,6,ea,29.17
EL-04-2818,JCM set Flex design,5,ea,10155
EL-04-2819,shim plate suit Flex JCM motor cradle,40,ea,9.5
EL-04-2820,frame battery support suit charge station,2,ea,14000
EL-04-2821,plate internal backing suit JCCS remote access cabinet,5,ea,58
EL-04-2822,terminal cover long suit 120A MCCB,6,ea,3.86
EL-04-2823,terminal cover short suit 120A MCCB,12,ea,3.86
EL-04-2824,JTC-Conversion,0,ea,0
EL-04-2825,JTC-KW-403,0,ea,0
EL-04-2826,JTC-Mack,0,ea,0
EL-04-2827,JTC-Volvo,0,ea,0
EL-04-2828,JTC-Variations,0,ea,0
EL-04-2829,JTC-PTO,0,ea,0
EL-04-2830,JTC-EPTO,0,ea,0
EL-04-2831,JTC-PDU to VMU Harness,0,ea,0
EL-04-2832,JTC-PDU,8,ea,2295.43
EL-04-2833,JTC-VMU cabinet,1,ea,4380.04
EL-04-2834,JTC-VMU remote access kit,2,ea,2324.6
